OA,Acorn_category,Acorn_group,Acorn Category_frequency_count,Acorn Group_frequency_count
E00024050,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '6. Not Private Households': 2}","{'D. City Sophisticates': 7, 'R. Active Communal Population': 2}"
E00024051,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '6. Not Private Households': 1}","{'D. City Sophisticates': 5, 'R. Active Communal Population': 1}"
E00024052,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 8},{'D. City Sophisticates': 8}
E00024053,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '6. Not Private Households': 6}","{'D. City Sophisticates': 7, 'R. Active Communal Population': 6}"
E00024054,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 11, '2. Rising Prosperity': 7}","{'R. Active Communal Population': 11, 'D. City Sophisticates': 7}"
E00024055,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 3, '2. Rising Prosperity': 2}","{'R. Active Communal Population': 3, 'D. City Sophisticates': 2}"
E00024056,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '1. Affluent Achievers': 2, '6. Not Private Households': 2}","{'D. City Sophisticates': 7, 'A. Lavish Lifestyles': 2, 'R. Active Communal Population': 2}"
E00024057,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 11, '6. Not Private Households': 1}","{'D. City Sophisticates': 11, 'R. Active Communal Population': 1}"
E00024058,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '6. Not Private Households': 1, '5. Urban Adversity': 1}","{'D. City Sophisticates': 12, 'P. Struggling Estates': 1, 'R. Active Communal Population': 1}"
E00024059,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 5, '6. Not Private Households': 1}","{'D. City Sophisticates': 5, 'R. Active Communal Population': 1}"
E00024060,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 9},{'D. City Sophisticates': 9}
E00024061,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 3}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 3}"
E00024062,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00024063,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 1}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 1}"
E00024064,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00024065,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00024066,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00024067,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 7},{'D. City Sophisticates': 7}
E00024068,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 8},{'D. City Sophisticates': 8}
E00024069,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00024070,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 4},"{'P. Struggling Estates': 3, 'Q. Difficult Circumstances': 1}"
E00024071,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00024072,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '6. Not Private Households': 2}","{'P. Struggling Estates': 3, 'R. Active Communal Population': 2}"
E00024073,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '6. Not Private Households': 2}","{'P. Struggling Estates': 3, 'R. Active Communal Population': 2}"
E00024074,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 1, '4. Financially Stretched': 1}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 1, 'N. Poorer Pensioners': 1}"
E00024075,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 5, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 5, 'D. City Sophisticates': 1}"
E00024076,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 2}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 1, 'E. Career Climbers': 1}"
E00024077,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00024078,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 5},{'P. Struggling Estates': 5}
E00024079,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00024080,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 3}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 3}"
E00024081,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 4},{'P. Struggling Estates': 4}
E00024083,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 6},{'D. City Sophisticates': 6}
E00024084,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00024085,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 1}"
E00024086,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00024087,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 1}","{'D. City Sophisticates': 3, 'P. Struggling Estates': 1}"
E00024088,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 1}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 1}"
E00024089,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 7, '5. Urban Adversity': 1}","{'D. City Sophisticates': 7, 'P. Struggling Estates': 1}"
E00024090,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00024091,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00024092,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 7, '2. Rising Prosperity': 4}","{'P. Struggling Estates': 7, 'D. City Sophisticates': 4}"
E00024093,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00024094,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00024095,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '5. Urban Adversity': 1}","{'D. City Sophisticates': 2, 'P. Struggling Estates': 1}"
E00024096,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '6. Not Private Households': 1, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00024097,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 2, '4. Financially Stretched': 1}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 2, 'N. Poorer Pensioners': 1}"
E00024098,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 5},{'D. City Sophisticates': 5}
E00024099,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00024100,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00024101,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 3, '2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'P. Struggling Estates': 3, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00024103,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '6. Not Private Households': 2}","{'P. Struggling Estates': 4, 'R. Active Communal Population': 2}"
E00024104,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 6},{'P. Struggling Estates': 6}
E00024105,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '6. Not Private Households': 2}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 2}"
E00024106,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00024107,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 7},{'P. Struggling Estates': 7}
E00024108,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 36, '5. Urban Adversity': 26, '2. Rising Prosperity': 6}","{'R. Active Communal Population': 36, 'P. Struggling Estates': 26, 'D. City Sophisticates': 6}"
E00024109,1. Affluent Achievers,A. Lavish Lifestyles,"{'1. Affluent Achievers': 36, '6. Not Private Households': 22, '2. Rising Prosperity': 21}","{'A. Lavish Lifestyles': 35, 'R. Active Communal Population': 22, 'D. City Sophisticates': 20, 'B. Executive Wealth': 1, 'E. Career Climbers': 1}"
E00024110,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 64, '4. Financially Stretched': 28, '2. Rising Prosperity': 9, '5. Urban Adversity': 9}","{'R. Active Communal Population': 64, 'K. Student Life': 28, 'P. Struggling Estates': 9, 'D. City Sophisticates': 9}"
E00024112,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 165, '2. Rising Prosperity': 84, '1. Affluent Achievers': 4, '4. Financially Stretched': 2}","{'R. Active Communal Population': 165, 'D. City Sophisticates': 83, 'A. Lavish Lifestyles': 4, 'K. Student Life': 2, 'E. Career Climbers': 1}"
E00024113,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 287, '2. Rising Prosperity': 86, '1. Affluent Achievers': 12, '4. Financially Stretched': 1}","{'R. Active Communal Population': 287, 'D. City Sophisticates': 86, 'A. Lavish Lifestyles': 12, 'K. Student Life': 1}"
E00024114,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 73, '2. Rising Prosperity': 22, '5. Urban Adversity': 10, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 73, 'D. City Sophisticates': 22, 'P. Struggling Estates': 9, 'Q. Difficult Circumstances': 1, 'A. Lavish Lifestyles': 1}"
E00024115,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 58, '1. Affluent Achievers': 17, '2. Rising Prosperity': 17, '4. Financially Stretched': 2}","{'R. Active Communal Population': 58, 'A. Lavish Lifestyles': 17, 'D. City Sophisticates': 15, 'K. Student Life': 2, 'E. Career Climbers': 2}"
E00024116,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 48, '2. Rising Prosperity': 43, '1. Affluent Achievers': 21}","{'R. Active Communal Population': 48, 'D. City Sophisticates': 42, 'A. Lavish Lifestyles': 21, 'E. Career Climbers': 1}"
E00024117,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 46, '2. Rising Prosperity': 45, '1. Affluent Achievers': 19}","{'R. Active Communal Population': 46, 'D. City Sophisticates': 45, 'A. Lavish Lifestyles': 19}"
E00024118,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 40, '2. Rising Prosperity': 40, '1. Affluent Achievers': 23}","{'R. Active Communal Population': 40, 'D. City Sophisticates': 40, 'A. Lavish Lifestyles': 23}"
E00024119,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 39, '2. Rising Prosperity': 35, '1. Affluent Achievers': 5}","{'R. Active Communal Population': 39, 'D. City Sophisticates': 35, 'A. Lavish Lifestyles': 5}"
E00024121,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 30, '6. Not Private Households': 12, '4. Financially Stretched': 2}","{'D. City Sophisticates': 30, 'R. Active Communal Population': 12, 'K. Student Life': 2}"
E00024122,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '5. Urban Adversity': 6, '6. Not Private Households': 3, '4. Financially Stretched': 1}","{'D. City Sophisticates': 8, 'P. Struggling Estates': 6, 'R. Active Communal Population': 3, 'N. Poorer Pensioners': 1}"
E00024123,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 9, '2. Rising Prosperity': 6, '6. Not Private Households': 3}","{'P. Struggling Estates': 8, 'D. City Sophisticates': 6, 'R. Active Communal Population': 3, 'Q. Difficult Circumstances': 1}"
E00024124,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 42, '6. Not Private Households': 38, '1. Affluent Achievers': 5}","{'D. City Sophisticates': 42, 'R. Active Communal Population': 38, 'A. Lavish Lifestyles': 5}"
E00024125,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 22, '6. Not Private Households': 17}","{'D. City Sophisticates': 22, 'R. Active Communal Population': 17}"
E00024126,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 25, '6. Not Private Households': 6, '5. Urban Adversity': 5}","{'D. City Sophisticates': 25, 'R. Active Communal Population': 6, 'P. Struggling Estates': 5}"
E00024127,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 23, '6. Not Private Households': 17, '5. Urban Adversity': 4}","{'D. City Sophisticates': 23, 'R. Active Communal Population': 17, 'P. Struggling Estates': 4}"
E00024128,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 47, '2. Rising Prosperity': 36}","{'R. Active Communal Population': 47, 'D. City Sophisticates': 36}"
E00024129,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 141, '2. Rising Prosperity': 36, '1. Affluent Achievers': 4}","{'R. Active Communal Population': 141, 'D. City Sophisticates': 33, 'A. Lavish Lifestyles': 4, 'E. Career Climbers': 3}"
E00024130,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 124, '2. Rising Prosperity': 83, '5. Urban Adversity': 2, '4. Financially Stretched': 1}","{'R. Active Communal Population': 124, 'D. City Sophisticates': 82, 'P. Struggling Estates': 2, 'E. Career Climbers': 1, 'K. Student Life': 1}"
E00024133,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 94, '6. Not Private Households': 84, '4. Financially Stretched': 2, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 93, 'R. Active Communal Population': 84, 'K. Student Life': 2, 'E. Career Climbers': 1, 'A. Lavish Lifestyles': 1}"
E00024134,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 42, '2. Rising Prosperity': 33, '5. Urban Adversity': 7, '1. Affluent Achievers': 2}","{'R. Active Communal Population': 42, 'D. City Sophisticates': 33, 'P. Struggling Estates': 7, 'A. Lavish Lifestyles': 2}"
E00024135,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 21, '5. Urban Adversity': 6, '2. Rising Prosperity': 5}","{'R. Active Communal Population': 21, 'P. Struggling Estates': 5, 'D. City Sophisticates': 5, 'Q. Difficult Circumstances': 1}"
E00024136,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 44, '2. Rising Prosperity': 31, '4. Financially Stretched': 1, '5. Urban Adversity': 1, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 44, 'D. City Sophisticates': 31, 'K. Student Life': 1, 'A. Lavish Lifestyles': 1, 'P. Struggling Estates': 1}"
E00024137,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 27, '2. Rising Prosperity': 21, '4. Financially Stretched': 2, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 27, 'D. City Sophisticates': 20, 'K. Student Life': 2, 'E. Career Climbers': 1, 'A. Lavish Lifestyles': 1}"
E00024138,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 49, '2. Rising Prosperity': 27, '4. Financially Stretched': 7}","{'R. Active Communal Population': 49, 'D. City Sophisticates': 27, 'K. Student Life': 7}"
E00024140,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 48, '6. Not Private Households': 33, '1. Affluent Achievers': 6}","{'D. City Sophisticates': 47, 'R. Active Communal Population': 33, 'A. Lavish Lifestyles': 6, 'E. Career Climbers': 1}"
E00175180,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 5, '4. Financially Stretched': 1, '5. Urban Adversity': 1, '2. Rising Prosperity': 1}","{'R. Active Communal Population': 5, 'P. Struggling Estates': 1, 'D. City Sophisticates': 1, 'K. Student Life': 1}"
E00175181,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 11, '5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'R. Active Communal Population': 11, 'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00175182,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 10, '5. Urban Adversity': 1, '2. Rising Prosperity': 1}","{'R. Active Communal Population': 10, 'P. Struggling Estates': 1, 'D. City Sophisticates': 1}"
E00175183,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 12, '6. Not Private Households': 5}","{'D. City Sophisticates': 12, 'R. Active Communal Population': 5}"
E00175184,6. Not Private Households,K. Student Life,"{'6. Not Private Households': 1, '4. Financially Stretched': 1}","{'K. Student Life': 1, 'R. Active Communal Population': 1}"
E00175185,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 1},{'P. Struggling Estates': 1}
E00175186,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 17, '2. Rising Prosperity': 2}","{'R. Active Communal Population': 17, 'D. City Sophisticates': 2}"
E00175187,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 17, '6. Not Private Households': 5}","{'D. City Sophisticates': 17, 'R. Active Communal Population': 5}"
E00175188,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00175189,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 92, '2. Rising Prosperity': 49}","{'R. Active Communal Population': 92, 'D. City Sophisticates': 49}"
E00175190,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 160, '2. Rising Prosperity': 42, '1. Affluent Achievers': 3}","{'R. Active Communal Population': 160, 'D. City Sophisticates': 42, 'A. Lavish Lifestyles': 3}"
E00175191,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 114, '2. Rising Prosperity': 39}","{'R. Active Communal Population': 114, 'D. City Sophisticates': 39}"
E00175192,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 49, '2. Rising Prosperity': 41, '5. Urban Adversity': 1, '4. Financially Stretched': 1}","{'R. Active Communal Population': 49, 'D. City Sophisticates': 41, 'K. Student Life': 1, 'P. Struggling Estates': 1}"
E00175193,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 78, '2. Rising Prosperity': 39}","{'R. Active Communal Population': 78, 'D. City Sophisticates': 39}"
E00175194,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 163, '2. Rising Prosperity': 103, '1. Affluent Achievers': 5, '4. Financially Stretched': 1}","{'R. Active Communal Population': 163, 'D. City Sophisticates': 103, 'A. Lavish Lifestyles': 5, 'K. Student Life': 1}"
E00175195,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 57, '2. Rising Prosperity': 35, '1. Affluent Achievers': 1}","{'R. Active Communal Population': 57, 'D. City Sophisticates': 35, 'B. Executive Wealth': 1}"
E00175196,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 268, '2. Rising Prosperity': 79, '1. Affluent Achievers': 8, '4. Financially Stretched': 1}","{'R. Active Communal Population': 268, 'D. City Sophisticates': 79, 'A. Lavish Lifestyles': 8, 'K. Student Life': 1}"
E00175197,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'D. City Sophisticates': 2, 'R. Active Communal Population': 1}"
E00175198,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 6, '2. Rising Prosperity': 5}","{'R. Active Communal Population': 6, 'D. City Sophisticates': 5}"
E00175199,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 4},{'D. City Sophisticates': 4}
E00175200,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 1}"
E00175201,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '5. Urban Adversity': 1}","{'D. City Sophisticates': 3, 'P. Struggling Estates': 1}"
E00175202,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 8},{'D. City Sophisticates': 8}
E00175203,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 7},{'D. City Sophisticates': 7}
E00175204,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175205,1. Affluent Achievers,D. City Sophisticates,"{'1. Affluent Achievers': 2, '2. Rising Prosperity': 2}","{'D. City Sophisticates': 2, 'A. Lavish Lifestyles': 2}"
E00175206,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 20, '2. Rising Prosperity': 11, '1. Affluent Achievers': 8}","{'R. Active Communal Population': 20, 'D. City Sophisticates': 10, 'A. Lavish Lifestyles': 8, 'E. Career Climbers': 1}"
E00175207,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 27, '1. Affluent Achievers': 14, '6. Not Private Households': 9}","{'D. City Sophisticates': 27, 'A. Lavish Lifestyles': 14, 'R. Active Communal Population': 9}"
E00175208,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 10, '4. Financially Stretched': 8, '2. Rising Prosperity': 4}","{'R. Active Communal Population': 10, 'K. Student Life': 8, 'D. City Sophisticates': 4}"
E00175209,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 5, '2. Rising Prosperity': 1}","{'R. Active Communal Population': 5, 'D. City Sophisticates': 1}"
E00175210,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175211,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 3},{'D. City Sophisticates': 3}
E00175212,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 40, '6. Not Private Households': 24, '1. Affluent Achievers': 4}","{'D. City Sophisticates': 40, 'R. Active Communal Population': 24, 'A. Lavish Lifestyles': 4}"
E00175213,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 24, '6. Not Private Households': 17, '1. Affluent Achievers': 4}","{'D. City Sophisticates': 24, 'R. Active Communal Population': 17, 'A. Lavish Lifestyles': 4}"
E00175214,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 26, '2. Rising Prosperity': 15, '1. Affluent Achievers': 14}","{'R. Active Communal Population': 26, 'D. City Sophisticates': 15, 'A. Lavish Lifestyles': 14}"
E00175215,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '4. Financially Stretched': 2, '6. Not Private Households': 2, '5. Urban Adversity': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 2, 'P. Struggling Estates': 1, 'K. Student Life': 1, 'N. Poorer Pensioners': 1}"
E00175216,undefined,undefined,{},{}
E00175217,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 1}"
E00175218,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 12, '2. Rising Prosperity': 10, '1. Affluent Achievers': 9}","{'R. Active Communal Population': 12, 'D. City Sophisticates': 10, 'A. Lavish Lifestyles': 9}"
E00175219,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 26, '1. Affluent Achievers': 19, '6. Not Private Households': 18}","{'D. City Sophisticates': 25, 'A. Lavish Lifestyles': 19, 'R. Active Communal Population': 18, 'E. Career Climbers': 1}"
E00175220,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 6, '6. Not Private Households': 3, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 6, 'R. Active Communal Population': 3, 'D. City Sophisticates': 1}"
E00175221,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00175222,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 2, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 1}"
E00175223,6. Not Private Households,R. Active Communal Population,{'6. Not Private Households': 1},{'R. Active Communal Population': 1}
E00175224,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 2},{'D. City Sophisticates': 2}
E00175225,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 1}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 1}"
E00175226,6. Not Private Households,R. Active Communal Population,"{'6. Not Private Households': 16, '1. Affluent Achievers': 6, '2. Rising Prosperity': 5}","{'R. Active Communal Population': 16, 'A. Lavish Lifestyles': 6, 'D. City Sophisticates': 5}"
E00175227,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 8, '6. Not Private Households': 3, '1. Affluent Achievers': 1}","{'D. City Sophisticates': 8, 'R. Active Communal Population': 3, 'A. Lavish Lifestyles': 1}"
E00175228,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 3, '6. Not Private Households': 2}","{'D. City Sophisticates': 3, 'R. Active Communal Population': 2}"
E00175229,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 6, '6. Not Private Households': 3}","{'D. City Sophisticates': 6, 'R. Active Communal Population': 3}"
E00175230,2. Rising Prosperity,P. Struggling Estates,"{'2. Rising Prosperity': 2, '5. Urban Adversity': 2}","{'P. Struggling Estates': 2, 'D. City Sophisticates': 2}"
E00175231,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 2, '6. Not Private Households': 1}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 1, 'E. Career Climbers': 1, 'R. Active Communal Population': 1}"
E00175232,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 3},{'P. Struggling Estates': 3}
E00175233,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 4, '2. Rising Prosperity': 1}","{'P. Struggling Estates': 4, 'D. City Sophisticates': 1}"
E00175234,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 2, '5. Urban Adversity': 1}","{'D. City Sophisticates': 2, 'P. Struggling Estates': 1}"
E00175235,5. Urban Adversity,P. Struggling Estates,"{'5. Urban Adversity': 7, '2. Rising Prosperity': 1, '6. Not Private Households': 1}","{'P. Struggling Estates': 7, 'D. City Sophisticates': 1, 'R. Active Communal Population': 1}"
E00175236,5. Urban Adversity,P. Struggling Estates,{'5. Urban Adversity': 2},{'P. Struggling Estates': 2}
E00175237,2. Rising Prosperity,P. Struggling Estates,"{'2. Rising Prosperity': 1, '5. Urban Adversity': 1}","{'P. Struggling Estates': 1, 'D. City Sophisticates': 1}"
E00175238,2. Rising Prosperity,D. City Sophisticates,{'2. Rising Prosperity': 1},{'D. City Sophisticates': 1}
E00175239,2. Rising Prosperity,D. City Sophisticates,"{'2. Rising Prosperity': 4, '6. Not Private Households': 2, '5. Urban Adversity': 1}","{'D. City Sophisticates': 4, 'R. Active Communal Population': 2, 'P. Struggling Estates': 1}"
