,OA,Wellbeing_Acorn_group,Wellbeing_Acorn_type,Wellbeing Acorn Group_frequency_count,Wellbeing Acorn Type_frequency_count
597,E00024047,4. Healthy,22. Gym & juices,"{'4. Healthy': 3, '3. Caution': 1}","{'22. Gym & juices': 3, '18. Cultural concerns': 1}"
598,E00024048,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 19, '3. Caution': 7}","{'28. Business addresses etc.': 17, '18. Cultural concerns': 7, '26. Active communal population': 2}"
599,E00024050,3. Caution,18. Cultural concerns,"{'3. Caution': 5, '5. Not Private Households': 2, '4. Healthy': 1}","{'18. Cultural concerns': 5, '28. Business addresses etc.': 2, '22. Gym & juices': 1}"
600,E00024051,4. Healthy,24. Five-a-day greys,"{'4. Healthy': 3, '5. Not Private Households': 1, '3. Caution': 1}","{'24. Five-a-day greys': 3, '28. Business addresses etc.': 1, '18. Cultural concerns': 1}"
601,E00024052,4. Healthy,24. Five-a-day greys,"{'4. Healthy': 6, '3. Caution': 2}","{'24. Five-a-day greys': 5, '18. Cultural concerns': 2, '22. Gym & juices': 1}"
602,E00024053,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 6, '3. Caution': 6}","{'28. Business addresses etc.': 6, '18. Cultural concerns': 6}"
603,E00024054,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 11, '3. Caution': 4, '4. Healthy': 1}","{'28. Business addresses etc.': 11, '18. Cultural concerns': 4, '22. Gym & juices': 1}"
604,E00024055,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 3, '3. Caution': 2}","{'28. Business addresses etc.': 3, '18. Cultural concerns': 2}"
605,E00024056,4. Healthy,22. Gym & juices,"{'4. Healthy': 5, '3. Caution': 3, '5. Not Private Households': 2}","{'22. Gym & juices': 5, '18. Cultural concerns': 3, '28. Business addresses etc.': 2}"
606,E00024057,3. Caution,18. Cultural concerns,"{'3. Caution': 6, '4. Healthy': 2, '5. Not Private Households': 1}","{'18. Cultural concerns': 6, '22. Gym & juices': 2, '28. Business addresses etc.': 1}"
607,E00024058,4. Healthy,22. Gym & juices,"{'4. Healthy': 9, '3. Caution': 4, '5. Not Private Households': 1}","{'22. Gym & juices': 7, '18. Cultural concerns': 4, '24. Five-a-day greys': 1, '28. Business addresses etc.': 1, '21. Sensible seniors': 1}"
608,E00024059,3. Caution,18. Cultural concerns,"{'3. Caution': 4, '5. Not Private Households': 1, '4. Healthy': 1}","{'18. Cultural concerns': 4, '28. Business addresses etc.': 1, '22. Gym & juices': 1}"
609,E00024060,3. Caution,18. Cultural concerns,"{'3. Caution': 5, '4. Healthy': 4}","{'18. Cultural concerns': 5, '22. Gym & juices': 3, '24. Five-a-day greys': 1}"
610,E00024061,4. Healthy,22. Gym & juices,"{'4. Healthy': 4, '2. At Risk': 1}","{'22. Gym & juices': 2, '21. Sensible seniors': 2, '8. Despondent diversity': 1}"
611,E00024062,4. Healthy,22. Gym & juices,{'4. Healthy': 1},{'22. Gym & juices': 1}
612,E00024063,3. Caution,18. Cultural concerns,"{'3. Caution': 4, '4. Healthy': 1, '5. Not Private Households': 1}","{'18. Cultural concerns': 4, '22. Gym & juices': 1, '28. Business addresses etc.': 1}"
613,E00024064,3. Caution,18. Cultural concerns,"{'3. Caution': 3, '4. Healthy': 1}","{'18. Cultural concerns': 3, '22. Gym & juices': 1}"
614,E00024065,3. Caution,18. Cultural concerns,"{'3. Caution': 3, '5. Not Private Households': 1, '4. Healthy': 1}","{'18. Cultural concerns': 3, '28. Business addresses etc.': 1, '24. Five-a-day greys': 1}"
615,E00024066,3. Caution,18. Cultural concerns,"{'3. Caution': 1, '4. Healthy': 1}","{'18. Cultural concerns': 1, '22. Gym & juices': 1}"
616,E00024067,3. Caution,18. Cultural concerns,"{'3. Caution': 4, '4. Healthy': 1}","{'18. Cultural concerns': 4, '22. Gym & juices': 1}"
617,E00024068,3. Caution,18. Cultural concerns,"{'3. Caution': 5, '4. Healthy': 1}","{'18. Cultural concerns': 5, '22. Gym & juices': 1}"
618,E00024069,4. Healthy,22. Gym & juices,{'4. Healthy': 2},{'22. Gym & juices': 2}
619,E00024070,4. Healthy,21. Sensible seniors,"{'4. Healthy': 3, '1. Health Challenges': 1}","{'21. Sensible seniors': 3, '1. Limited living': 1}"
620,E00024071,3. Caution,18. Cultural concerns,{'3. Caution': 3},{'18. Cultural concerns': 3}
621,E00024072,2. At Risk,8. Despondent diversity,"{'2. At Risk': 2, '5. Not Private Households': 2, '4. Healthy': 1}","{'8. Despondent diversity': 2, '27. Inactive communal population': 1, '21. Sensible seniors': 1, '28. Business addresses etc.': 1}"
622,E00024073,2. At Risk,8. Despondent diversity,"{'2. At Risk': 3, '5. Not Private Households': 2}","{'8. Despondent diversity': 3, '26. Active communal population': 2}"
623,E00024074,4. Healthy,21. Sensible seniors,"{'4. Healthy': 3, '3. Caution': 1, '1. Health Challenges': 1}","{'21. Sensible seniors': 3, '18. Cultural concerns': 1, '1. Limited living': 1}"
624,E00024075,4. Healthy,21. Sensible seniors,"{'4. Healthy': 5, '3. Caution': 1}","{'21. Sensible seniors': 5, '18. Cultural concerns': 1}"
625,E00024076,2. At Risk,8. Despondent diversity,"{'2. At Risk': 3, '4. Healthy': 2}","{'8. Despondent diversity': 3, '22. Gym & juices': 1, '21. Sensible seniors': 1}"
626,E00024077,3. Caution,18. Cultural concerns,"{'3. Caution': 2, '4. Healthy': 2}","{'18. Cultural concerns': 2, '22. Gym & juices': 2}"
627,E00024078,2. At Risk,8. Despondent diversity,{'2. At Risk': 5},{'8. Despondent diversity': 5}
628,E00024079,2. At Risk,8. Despondent diversity,{'2. At Risk': 3},{'8. Despondent diversity': 3}
629,E00024080,2. At Risk,8. Despondent diversity,"{'2. At Risk': 6, '5. Not Private Households': 3}","{'8. Despondent diversity': 6, '28. Business addresses etc.': 2, '27. Inactive communal population': 1}"
630,E00024081,2. At Risk,8. Despondent diversity,{'2. At Risk': 4},{'8. Despondent diversity': 4}
631,E00024083,4. Healthy,22. Gym & juices,"{'4. Healthy': 4, '3. Caution': 2}","{'22. Gym & juices': 4, '18. Cultural concerns': 2}"
632,E00024084,3. Caution,18. Cultural concerns,{'3. Caution': 3},{'18. Cultural concerns': 3}
633,E00024085,4. Healthy,21. Sensible seniors,{'4. Healthy': 4},"{'21. Sensible seniors': 3, '22. Gym & juices': 1}"
634,E00024086,4. Healthy,21. Sensible seniors,"{'4. Healthy': 2, '2. At Risk': 1}","{'21. Sensible seniors': 2, '8. Despondent diversity': 1}"
635,E00024087,4. Healthy,22. Gym & juices,{'4. Healthy': 4},"{'22. Gym & juices': 3, '21. Sensible seniors': 1}"
636,E00024088,4. Healthy,22. Gym & juices,"{'4. Healthy': 3, '5. Not Private Households': 1}","{'22. Gym & juices': 3, '28. Business addresses etc.': 1}"
637,E00024089,4. Healthy,22. Gym & juices,{'4. Healthy': 8},"{'22. Gym & juices': 7, '21. Sensible seniors': 1}"
638,E00024090,4. Healthy,22. Gym & juices,{'4. Healthy': 2},{'22. Gym & juices': 2}
639,E00024091,4. Healthy,21. Sensible seniors,{'4. Healthy': 3},{'21. Sensible seniors': 3}
640,E00024092,4. Healthy,21. Sensible seniors,"{'4. Healthy': 8, '2. At Risk': 3}","{'21. Sensible seniors': 4, '22. Gym & juices': 4, '8. Despondent diversity': 3}"
641,E00024093,3. Caution,18. Cultural concerns,"{'3. Caution': 1, '4. Healthy': 1}","{'18. Cultural concerns': 1, '22. Gym & juices': 1}"
642,E00024094,4. Healthy,21. Sensible seniors,{'4. Healthy': 3},"{'21. Sensible seniors': 2, '22. Gym & juices': 1}"
643,E00024095,4. Healthy,22. Gym & juices,{'4. Healthy': 3},"{'22. Gym & juices': 2, '21. Sensible seniors': 1}"
644,E00024096,4. Healthy,21. Sensible seniors,"{'4. Healthy': 2, '5. Not Private Households': 1}","{'21. Sensible seniors': 2, '27. Inactive communal population': 1}"
645,E00024097,4. Healthy,21. Sensible seniors,"{'4. Healthy': 5, '5. Not Private Households': 2, '1. Health Challenges': 1, '2. At Risk': 1}","{'21. Sensible seniors': 5, '28. Business addresses etc.': 2, '1. Limited living': 1, '8. Despondent diversity': 1}"
646,E00024098,4. Healthy,22. Gym & juices,{'4. Healthy': 5},{'22. Gym & juices': 5}
647,E00024099,2. At Risk,8. Despondent diversity,{'2. At Risk': 2},{'8. Despondent diversity': 2}
648,E00024100,2. At Risk,8. Despondent diversity,"{'2. At Risk': 3, '4. Healthy': 1, '5. Not Private Households': 1}","{'8. Despondent diversity': 3, '22. Gym & juices': 1, '28. Business addresses etc.': 1}"
649,E00024101,2. At Risk,8. Despondent diversity,"{'2. At Risk': 3, '4. Healthy': 1, '5. Not Private Households': 1}","{'8. Despondent diversity': 3, '22. Gym & juices': 1, '28. Business addresses etc.': 1}"
650,E00024103,2. At Risk,8. Despondent diversity,"{'2. At Risk': 3, '5. Not Private Households': 2}","{'8. Despondent diversity': 3, '27. Inactive communal population': 1, '28. Business addresses etc.': 1}"
651,E00024104,2. At Risk,8. Despondent diversity,{'2. At Risk': 6},{'8. Despondent diversity': 6}
652,E00024105,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 2, '3. Caution': 1, '4. Healthy': 1}","{'28. Business addresses etc.': 2, '18. Cultural concerns': 1, '22. Gym & juices': 1}"
653,E00024106,2. At Risk,8. Despondent diversity,{'2. At Risk': 2},{'8. Despondent diversity': 2}
654,E00024107,2. At Risk,8. Despondent diversity,"{'2. At Risk': 4, '4. Healthy': 1}","{'8. Despondent diversity': 4, '21. Sensible seniors': 1}"
655,E00024108,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 36, '2. At Risk': 6, '4. Healthy': 5}","{'28. Business addresses etc.': 36, '8. Despondent diversity': 6, '21. Sensible seniors': 3, '22. Gym & juices': 2}"
656,E00024109,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 22, '4. Healthy': 15, '3. Caution': 6}","{'28. Business addresses etc.': 21, '22. Gym & juices': 15, '18. Cultural concerns': 6, '26. Active communal population': 1}"
657,E00024110,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 64, '4. Healthy': 2, '2. At Risk': 2, '3. Caution': 1}","{'28. Business addresses etc.': 63, '8. Despondent diversity': 2, '22. Gym & juices': 1, '27. Inactive communal population': 1, '21. Sensible seniors': 1, '15. Borderline behaviours': 1}"
658,E00024112,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 165, '3. Caution': 9, '4. Healthy': 6, '2. At Risk': 1}","{'28. Business addresses etc.': 164, '18. Cultural concerns': 9, '22. Gym & juices': 5, '24. Five-a-day greys': 1, '13. Regular revellers': 1, '26. Active communal population': 1}"
659,E00024113,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 287, '3. Caution': 14, '4. Healthy': 3}","{'28. Business addresses etc.': 287, '18. Cultural concerns': 14, '24. Five-a-day greys': 2, '22. Gym & juices': 1}"
660,E00024114,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 73, '4. Healthy': 8, '1. Health Challenges': 1, '3. Caution': 1}","{'28. Business addresses etc.': 73, '21. Sensible seniors': 4, '22. Gym & juices': 4, '3. Hardship heartlands': 1, '18. Cultural concerns': 1}"
661,E00024115,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 58, '3. Caution': 6, '4. Healthy': 5}","{'28. Business addresses etc.': 58, '18. Cultural concerns': 6, '22. Gym & juices': 5}"
662,E00024116,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 48, '3. Caution': 7, '4. Healthy': 4}","{'28. Business addresses etc.': 45, '18. Cultural concerns': 7, '22. Gym & juices': 4, '26. Active communal population': 3}"
663,E00024117,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 46, '3. Caution': 12, '4. Healthy': 4}","{'28. Business addresses etc.': 46, '18. Cultural concerns': 12, '22. Gym & juices': 4}"
664,E00024118,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 40, '3. Caution': 17, '4. Healthy': 7}","{'28. Business addresses etc.': 39, '18. Cultural concerns': 17, '22. Gym & juices': 7, '26. Active communal population': 1}"
665,E00024119,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 39, '3. Caution': 7, '4. Healthy': 1}","{'28. Business addresses etc.': 39, '18. Cultural concerns': 7, '22. Gym & juices': 1}"
666,E00024121,4. Healthy,28. Business addresses etc.,"{'4. Healthy': 13, '5. Not Private Households': 12}","{'28. Business addresses etc.': 12, '24. Five-a-day greys': 8, '22. Gym & juices': 5}"
667,E00024122,4. Healthy,22. Gym & juices,"{'4. Healthy': 8, '5. Not Private Households': 3, '2. At Risk': 3, '1. Health Challenges': 1}","{'22. Gym & juices': 6, '28. Business addresses etc.': 3, '8. Despondent diversity': 3, '21. Sensible seniors': 2, '1. Limited living': 1}"
668,E00024123,4. Healthy,21. Sensible seniors,"{'4. Healthy': 8, '5. Not Private Households': 3, '2. At Risk': 2, '1. Health Challenges': 1, '3. Caution': 1}","{'21. Sensible seniors': 5, '28. Business addresses etc.': 3, '22. Gym & juices': 3, '8. Despondent diversity': 2, '3. Hardship heartlands': 1, '18. Cultural concerns': 1}"
669,E00024124,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 38, '4. Healthy': 17, '3. Caution': 9}","{'28. Business addresses etc.': 37, '24. Five-a-day greys': 11, '18. Cultural concerns': 9, '22. Gym & juices': 6, '26. Active communal population': 1}"
670,E00024125,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 17, '4. Healthy': 7, '3. Caution': 4}","{'28. Business addresses etc.': 17, '24. Five-a-day greys': 6, '18. Cultural concerns': 4, '22. Gym & juices': 1}"
671,E00024126,4. Healthy,22. Gym & juices,"{'4. Healthy': 17, '5. Not Private Households': 6, '3. Caution': 1}","{'22. Gym & juices': 11, '28. Business addresses etc.': 6, '21. Sensible seniors': 5, '18. Cultural concerns': 1, '24. Five-a-day greys': 1}"
672,E00024127,4. Healthy,28. Business addresses etc.,"{'4. Healthy': 19, '5. Not Private Households': 17}","{'28. Business addresses etc.': 17, '22. Gym & juices': 16, '21. Sensible seniors': 3}"
673,E00024128,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 47, '4. Healthy': 12, '3. Caution': 2}","{'28. Business addresses etc.': 47, '24. Five-a-day greys': 8, '22. Gym & juices': 4, '18. Cultural concerns': 2}"
674,E00024129,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 141, '3. Caution': 7, '4. Healthy': 4}","{'28. Business addresses etc.': 140, '18. Cultural concerns': 7, '22. Gym & juices': 4, '26. Active communal population': 1}"
675,E00024130,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 124, '4. Healthy': 25, '3. Caution': 3}","{'28. Business addresses etc.': 121, '24. Five-a-day greys': 13, '22. Gym & juices': 10, '26. Active communal population': 3, '18. Cultural concerns': 3, '21. Sensible seniors': 2}"
676,E00024133,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 84, '4. Healthy': 10}","{'28. Business addresses etc.': 83, '22. Gym & juices': 10, '26. Active communal population': 1}"
677,E00024134,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 42, '4. Healthy': 8, '3. Caution': 7, '2. At Risk': 1}","{'28. Business addresses etc.': 42, '18. Cultural concerns': 7, '22. Gym & juices': 4, '21. Sensible seniors': 4, '8. Despondent diversity': 1}"
678,E00024135,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 21, '3. Caution': 4, '4. Healthy': 1, '1. Health Challenges': 1, '2. At Risk': 1}","{'28. Business addresses etc.': 21, '18. Cultural concerns': 4, '24. Five-a-day greys': 1, '3. Hardship heartlands': 1, '8. Despondent diversity': 1}"
679,E00024136,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 44, '3. Caution': 6, '4. Healthy': 6}","{'28. Business addresses etc.': 44, '18. Cultural concerns': 6, '22. Gym & juices': 4, '24. Five-a-day greys': 1, '21. Sensible seniors': 1}"
680,E00024137,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 27, '4. Healthy': 7, '3. Caution': 6}","{'28. Business addresses etc.': 27, '18. Cultural concerns': 6, '22. Gym & juices': 6, '24. Five-a-day greys': 1}"
681,E00024138,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 49, '4. Healthy': 7, '2. At Risk': 2, '3. Caution': 1}","{'28. Business addresses etc.': 48, '22. Gym & juices': 7, '11. Anxious adversity': 2, '15. Borderline behaviours': 1, '26. Active communal population': 1}"
682,E00024140,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 33, '3. Caution': 13, '4. Healthy': 9}","{'28. Business addresses etc.': 32, '18. Cultural concerns': 13, '22. Gym & juices': 9, '26. Active communal population': 1}"
683,E00175180,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 5, '2. At Risk': 1, '3. Caution': 1}","{'28. Business addresses etc.': 5, '8. Despondent diversity': 1, '18. Cultural concerns': 1}"
684,E00175181,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 11, '4. Healthy': 2, '3. Caution': 1}","{'28. Business addresses etc.': 11, '21. Sensible seniors': 2, '18. Cultural concerns': 1}"
685,E00175182,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 10, '4. Healthy': 1, '3. Caution': 1}","{'28. Business addresses etc.': 10, '21. Sensible seniors': 1, '18. Cultural concerns': 1}"
686,E00175183,4. Healthy,28. Business addresses etc.,"{'4. Healthy': 6, '5. Not Private Households': 5, '3. Caution': 4}","{'28. Business addresses etc.': 5, '22. Gym & juices': 5, '18. Cultural concerns': 4, '24. Five-a-day greys': 1}"
687,E00175184,5. Not Private Households,28. Business addresses etc.,{'5. Not Private Households': 1},{'28. Business addresses etc.': 1}
688,E00175185,4. Healthy,21. Sensible seniors,{'4. Healthy': 1},{'21. Sensible seniors': 1}
689,E00175186,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 17, '4. Healthy': 2}","{'28. Business addresses etc.': 15, '22. Gym & juices': 2, '26. Active communal population': 2}"
690,E00175187,4. Healthy,28. Business addresses etc.,"{'4. Healthy': 7, '5. Not Private Households': 5, '3. Caution': 4}","{'28. Business addresses etc.': 5, '22. Gym & juices': 5, '18. Cultural concerns': 4, '24. Five-a-day greys': 2}"
691,E00175188,4. Healthy,22. Gym & juices,{'4. Healthy': 1},{'22. Gym & juices': 1}
692,E00175189,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 92, '4. Healthy': 3, '3. Caution': 3}","{'28. Business addresses etc.': 92, '24. Five-a-day greys': 3, '18. Cultural concerns': 3}"
693,E00175190,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 160, '3. Caution': 4, '4. Healthy': 3}","{'28. Business addresses etc.': 160, '18. Cultural concerns': 4, '22. Gym & juices': 3}"
694,E00175191,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 114, '4. Healthy': 7, '3. Caution': 1}","{'28. Business addresses etc.': 114, '22. Gym & juices': 6, '18. Cultural concerns': 1, '24. Five-a-day greys': 1}"
695,E00175192,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 49, '4. Healthy': 5, '3. Caution': 1}","{'28. Business addresses etc.': 49, '22. Gym & juices': 4, '18. Cultural concerns': 1, '21. Sensible seniors': 1}"
696,E00175193,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 78, '3. Caution': 4, '4. Healthy': 4}","{'28. Business addresses etc.': 76, '18. Cultural concerns': 4, '27. Inactive communal population': 2, '22. Gym & juices': 2, '24. Five-a-day greys': 2}"
697,E00175194,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 163, '4. Healthy': 6, '3. Caution': 4}","{'28. Business addresses etc.': 161, '22. Gym & juices': 6, '18. Cultural concerns': 4, '26. Active communal population': 2}"
698,E00175195,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 57, '4. Healthy': 6}","{'28. Business addresses etc.': 56, '22. Gym & juices': 4, '24. Five-a-day greys': 2, '27. Inactive communal population': 1}"
699,E00175196,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 268, '4. Healthy': 4, '3. Caution': 2}","{'28. Business addresses etc.': 263, '27. Inactive communal population': 5, '22. Gym & juices': 4, '18. Cultural concerns': 2}"
700,E00175197,3. Caution,18. Cultural concerns,"{'3. Caution': 1, '5. Not Private Households': 1, '4. Healthy': 1}","{'18. Cultural concerns': 1, '28. Business addresses etc.': 1, '24. Five-a-day greys': 1}"
701,E00175198,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 6, '4. Healthy': 4, '3. Caution': 1}","{'28. Business addresses etc.': 4, '22. Gym & juices': 4, '26. Active communal population': 2, '18. Cultural concerns': 1}"
702,E00175199,4. Healthy,24. Five-a-day greys,{'4. Healthy': 4},"{'24. Five-a-day greys': 2, '22. Gym & juices': 2}"
703,E00175200,2. At Risk,8. Despondent diversity,"{'2. At Risk': 4, '4. Healthy': 1}","{'8. Despondent diversity': 4, '22. Gym & juices': 1}"
704,E00175201,4. Healthy,22. Gym & juices,{'4. Healthy': 4},"{'22. Gym & juices': 3, '21. Sensible seniors': 1}"
705,E00175202,4. Healthy,22. Gym & juices,{'4. Healthy': 8},"{'22. Gym & juices': 5, '24. Five-a-day greys': 3}"
706,E00175203,4. Healthy,22. Gym & juices,{'4. Healthy': 7},"{'22. Gym & juices': 5, '24. Five-a-day greys': 2}"
707,E00175204,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
708,E00175205,4. Healthy,22. Gym & juices,"{'4. Healthy': 3, '3. Caution': 1}","{'22. Gym & juices': 3, '18. Cultural concerns': 1}"
709,E00175206,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 20, '3. Caution': 7, '4. Healthy': 5, '2. At Risk': 1}","{'28. Business addresses etc.': 17, '18. Cultural concerns': 7, '22. Gym & juices': 4, '26. Active communal population': 3, '13. Regular revellers': 1, '24. Five-a-day greys': 1}"
710,E00175207,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 9, '3. Caution': 7, '4. Healthy': 6}","{'28. Business addresses etc.': 8, '18. Cultural concerns': 7, '22. Gym & juices': 4, '24. Five-a-day greys': 2, '26. Active communal population': 1}"
711,E00175208,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 10, '3. Caution': 3}","{'28. Business addresses etc.': 10, '18. Cultural concerns': 3}"
712,E00175209,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 5, '4. Healthy': 1}","{'28. Business addresses etc.': 5, '24. Five-a-day greys': 1}"
713,E00175210,3. Caution,18. Cultural concerns,{'3. Caution': 2},{'18. Cultural concerns': 2}
714,E00175211,3. Caution,18. Cultural concerns,{'3. Caution': 3},{'18. Cultural concerns': 3}
715,E00175212,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 24, '4. Healthy': 4, '3. Caution': 1}","{'28. Business addresses etc.': 24, '22. Gym & juices': 2, '24. Five-a-day greys': 2, '18. Cultural concerns': 1}"
716,E00175213,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 17, '3. Caution': 5, '4. Healthy': 2}","{'28. Business addresses etc.': 17, '18. Cultural concerns': 5, '22. Gym & juices': 2}"
717,E00175214,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 26, '3. Caution': 5, '4. Healthy': 3}","{'28. Business addresses etc.': 26, '18. Cultural concerns': 5, '22. Gym & juices': 3}"
718,E00175215,4. Healthy,22. Gym & juices,"{'4. Healthy': 2, '5. Not Private Households': 2, '1. Health Challenges': 1}","{'22. Gym & juices': 2, '28. Business addresses etc.': 2, '1. Limited living': 1}"
719,E00175216,undefined,undefined,{},{}
720,E00175217,3. Caution,18. Cultural concerns,"{'3. Caution': 3, '4. Healthy': 1, '5. Not Private Households': 1}","{'18. Cultural concerns': 3, '24. Five-a-day greys': 1, '28. Business addresses etc.': 1}"
721,E00175218,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 12, '4. Healthy': 6, '3. Caution': 4}","{'28. Business addresses etc.': 11, '22. Gym & juices': 6, '18. Cultural concerns': 4, '27. Inactive communal population': 1}"
722,E00175219,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 18, '3. Caution': 6, '4. Healthy': 3}","{'28. Business addresses etc.': 18, '18. Cultural concerns': 6, '22. Gym & juices': 3}"
723,E00175220,4. Healthy,21. Sensible seniors,"{'4. Healthy': 4, '5. Not Private Households': 3, '2. At Risk': 1, '3. Caution': 1}","{'21. Sensible seniors': 4, '28. Business addresses etc.': 3, '8. Despondent diversity': 1, '18. Cultural concerns': 1}"
724,E00175221,2. At Risk,8. Despondent diversity,{'2. At Risk': 2},{'8. Despondent diversity': 2}
725,E00175222,4. Healthy,21. Sensible seniors,{'4. Healthy': 3},"{'21. Sensible seniors': 2, '22. Gym & juices': 1}"
726,E00175223,5. Not Private Households,28. Business addresses etc.,{'5. Not Private Households': 1},{'28. Business addresses etc.': 1}
727,E00175224,4. Healthy,24. Five-a-day greys,{'4. Healthy': 2},"{'24. Five-a-day greys': 1, '22. Gym & juices': 1}"
728,E00175225,4. Healthy,22. Gym & juices,"{'4. Healthy': 6, '5. Not Private Households': 1}","{'22. Gym & juices': 3, '24. Five-a-day greys': 3, '28. Business addresses etc.': 1}"
729,E00175226,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 16, '3. Caution': 3, '4. Healthy': 2}","{'28. Business addresses etc.': 16, '18. Cultural concerns': 3, '22. Gym & juices': 2}"
730,E00175227,4. Healthy,22. Gym & juices,"{'4. Healthy': 5, '5. Not Private Households': 3, '3. Caution': 3}","{'22. Gym & juices': 4, '28. Business addresses etc.': 3, '18. Cultural concerns': 3, '24. Five-a-day greys': 1}"
731,E00175228,5. Not Private Households,28. Business addresses etc.,"{'5. Not Private Households': 2, '4. Healthy': 2, '3. Caution': 1}","{'28. Business addresses etc.': 2, '22. Gym & juices': 2, '18. Cultural concerns': 1}"
732,E00175229,3. Caution,18. Cultural concerns,"{'3. Caution': 5, '5. Not Private Households': 3, '4. Healthy': 1}","{'18. Cultural concerns': 5, '28. Business addresses etc.': 3, '24. Five-a-day greys': 1}"
733,E00175230,4. Healthy,22. Gym & juices,"{'4. Healthy': 2, '2. At Risk': 2}","{'22. Gym & juices': 2, '8. Despondent diversity': 2}"
734,E00175231,4. Healthy,8. Despondent diversity,"{'4. Healthy': 3, '2. At Risk': 3, '5. Not Private Households': 1}","{'8. Despondent diversity': 3, '22. Gym & juices': 2, '28. Business addresses etc.': 1, '21. Sensible seniors': 1}"
735,E00175232,2. At Risk,8. Despondent diversity,{'2. At Risk': 3},{'8. Despondent diversity': 3}
736,E00175233,4. Healthy,21. Sensible seniors,{'4. Healthy': 4},"{'21. Sensible seniors': 3, '22. Gym & juices': 1}"
737,E00175234,4. Healthy,22. Gym & juices,{'4. Healthy': 3},"{'22. Gym & juices': 2, '21. Sensible seniors': 1}"
738,E00175235,2. At Risk,8. Despondent diversity,"{'2. At Risk': 6, '4. Healthy': 2, '5. Not Private Households': 1}","{'8. Despondent diversity': 6, '21. Sensible seniors': 1, '22. Gym & juices': 1, '28. Business addresses etc.': 1}"
739,E00175236,2. At Risk,8. Despondent diversity,"{'2. At Risk': 1, '4. Healthy': 1}","{'8. Despondent diversity': 1, '21. Sensible seniors': 1}"
740,E00175237,4. Healthy,22. Gym & juices,{'4. Healthy': 2},"{'22. Gym & juices': 1, '21. Sensible seniors': 1}"
741,E00175238,4. Healthy,22. Gym & juices,{'4. Healthy': 1},{'22. Gym & juices': 1}
